OBJECTID,Shape,NAME,URL,LINE
1,"(40.68672833100004, -73.9902719989999)",Smith St & Bergen St At Ne Corner (To Manhattan And Queens Only),http://www.mta.info/nyct/service/,F-G
2,"(40.69372533200004, -73.99067800099994)",Court St & Montague St At Sw Corner,http://www.mta.info/nyct/service/,2-3-4-5-N-R
3,"(40.693642331000035, -73.99059199899995)",Court St & Montague St At Sw Corner,http://www.mta.info/nyct/service/,2-3-4-5-N-R
4,"(40.694393120000086, -73.9925373559999)",Clinton St & Montague St At Nw Corner,http://www.mta.info/nyct/service/,2-3-4-5-N-R
5,"(40.66272735800004, -73.96224891499992)",Flatbush Ave & Empire Blvd At Sw Corner,http://www.mta.info/nyct/service/,B-Q-S
6,"(40.67716435300008, -73.98339416899995)",4th Ave & Union St At Sw Corner (To Bay Ridge And Coney Island Only),http://www.mta.info/nyct/service/,D-N-R
7,"(40.677051636000044, -73.98308231199991)",4th Ave & Union St At Se Corner (To Manhattan Only),http://www.mta.info/nyct/service/,D-N-R
8,"(40.677195091000044, -73.98298999699995)",4th Ave & Union St At Se Corner (To Manhattan Only),http://www.mta.info/nyct/service/,D-N-R
9,"(40.680699332000074, -73.97520899999995)",Flatbush Ave & Bergen St At Sw Corner (To New Lots And Flatbush Only),http://www.mta.info/nyct/service/,2-3-4
10,"(40.692044114000055, -73.98621464299993)",Lawrence St & Willoughby St At Ne Corner,http://www.mta.info/nyct/service/,N-R
11,"(40.69225841600007, -73.9861137709999)",Lawrence St & Willoughby St At Se Corner,http://www.mta.info/nyct/service/,N-R
12,"(40.69044933300006, -73.98527100199993)",Hoyt St & Fulton St At Sw Corner (To New Lots And Flatbush Only),http://www.mta.info/nyct/service/,2-3
13,"(40.69089533500005, -73.98525500099993)",Bridge St & Fulton St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2-3
14,"(40.69044233300008, -73.98455099799992)",Duffield St & Fulton St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2-3
15,"(40.69040733500009, -73.98434700099995)",Duffield St & Fulton St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2-3
16,"(40.69209560200005, -73.98536143699994)",Bridge St & Willoughby St At Sw Corner,http://www.mta.info/nyct/service/,N-R
17,"(40.69223493900006, -73.98519673699991)",Bridge St & Willoughby St At Ne Corner,http://www.mta.info/nyct/service/,N-R
18,"(40.691508801000055, -73.98215994499992)",Flatbush Ave & Fleet St At Ne Corner,http://www.mta.info/nyct/service/,B-D-N-Q-R
19,"(40.68392533300005, -73.97887099999991)",4th Ave & Pacific St At Nw Corner,http://www.mta.info/nyct/service/,2-3-4-5-B-D-N-Q-R
20,"(40.685155114000054, -73.97774737199995)",Ashland Pl & Hanson Pl At Ne Corner,http://www.mta.info/nyct/service/,2-3-4-5-B-D-N-Q-R
21,"(40.692356595000035, -73.98619067599992)",Lawrence St & Willoughby St At Ne Corner,http://www.mta.info/nyct/service/,N-R
22,"(40.68111653100004, -73.99439274999992)",Smith St & President St At Nw Corner,http://www.mta.info/nyct/service/,F-G
23,"(40.67187792200008, -73.96437533499994)",Washington Ave & Eastern Pkwy At Sw Corner,http://www.mta.info/nyct/service/,2-3-4
24,"(40.67213640600005, -73.9641521769999)",Washington Ave & Eastern Pkwy At Nw Corner,http://www.mta.info/nyct/service/,2-3-4
25,"(40.67034264900008, -73.95788689799991)",Franklin Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,2-3-4-5-S
26,"(40.670741031000034, -73.9576455959999)",Franklin Ave & Eastern Pkwy At Ne Corner,http://www.mta.info/nyct/service/,2-3-4-5-S
27,"(40.681034916000044, -73.95569777999992)",Franklin Ave & Fulton St At Sw Corner,http://www.mta.info/nyct/service/,A-C-S
28,"(40.67092662500005, -73.95772031799993)",Franklin Ave & Eastern Pkwy At Ne Corner,http://www.mta.info/nyct/service/,2-3-4-5-S
29,"(40.701321334000056, -73.98665299999993)",Jay St & York St At Sw Corner,http://www.mta.info/nyct/service/,F
30,"(40.71875307400006, -73.9882778569999)",Essex St & Delancey St At Nw Corner,http://www.mta.info/nyct/service/,F-J-M-Z
31,"(40.68986468800006, -73.98136070399994)",Flatbush Ave & De Kalb Ave At Se Corner,http://www.mta.info/nyct/service/,B-D-N-Q-R
32,"(40.587729110000055, -73.81401044599994)",Beach 90th St & Rockaway Frwy At Se Corner,http://www.mta.info/nyct/service/,A-S
33,"(40.69916149900007, -73.9889129789999)",Red Cross Pl & Adams St At Sw Corner,http://www.mta.info/nyct/service/,A-C
34,"(40.69925855000008, -73.98827070499993)",Sands St & Adams St At Se Corner,http://www.mta.info/nyct/service/,A-C
35,"(40.69260441200004, -73.9906022859999)",Court St & Joralemon St At Ne Corner,http://www.mta.info/nyct/service/,2-3-4-5-N-R
36,"(40.70534033300004, -73.81182900099992)",144-01 Hillside Avenue,http://www.mta.info/nyct/service/,F
37,"(40.63504233400005, -73.96278299999994)",1515 Foster Avenue (Enter From Newkirk Ave Pz),http://www.mta.info/nyct/service/,B-Q
38,"(40.752219333000085, -73.92764099899995)",37-01 36 Street (To Manhattan And Brooklyn Only),http://www.mta.info/nyct/service/,E-M-R
39,"(40.636375333000046, -73.9946119999999)",4902 12 Avenue,http://www.mta.info/nyct/service/,D
40,"(40.71261233200005, -74.00822399999993)",1 Barclay Street (Enter On Park Place),http://www.mta.info/nyct/service/,2-3-A-C-E
41,"(40.683677439000064, -73.96711601699991)",486 Clinton Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,A-C
42,"(40.62456419800009, -73.97577719499992)",1175 Mc Donald Avenue,http://www.mta.info/nyct/service/,F
43,"(40.70097087900007, -73.81629903399994)",135-02 89 Avenue,http://www.mta.info/nyct/service/,E
44,"(40.74655506100004, -73.89071415299992)",40-02 75 Street,http://www.mta.info/nyct/service/,7-E-F-M-R
45,"(40.69367233300005, -73.9296669979999)",1122 Broadway,http://www.mta.info/nyct/service/,J
46,"(40.76029733300004, -73.9835669979999)",729 7 Avenue (Uptown Only),http://www.mta.info/nyct/service/,N-Q-R
47,"(40.75028333400007, -73.99065000099995)",421 7 Avenue,http://www.mta.info/nyct/service/,1-2-3
48,"(40.749656334000065, -73.99112999999994)",401 7 Avenue,http://www.mta.info/nyct/service/,1-2-3
49,"(40.705471439000064, -73.95054470499991)",502 Broadway,http://www.mta.info/nyct/service/,G
50,"(40.71069233500003, -74.00842799899993)",2 Ann Street,http://www.mta.info/nyct/service/,2-3-4-5-A-C-J-Z
51,"(40.750313334000055, -73.99085399799992)",421 7 Avenue,http://www.mta.info/nyct/service/,1-2-3
52,"(40.69343233300009, -73.85243999699992)",92-20 Jamaica Avenue,http://www.mta.info/nyct/service/,J-Z
53,"(40.80776733500005, -73.91931400099992)",235 Brook Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,6
54,"(40.62614515300004, -73.97603746599992)",101 Avenue I,http://www.mta.info/nyct/service/,F
55,"(40.64271533400006, -73.97924000099994)",102 Beverly Road,http://www.mta.info/nyct/service/,F
56,"(40.760422334000054, -73.97614599999991)",656 5 Avenue,http://www.mta.info/nyct/service/,E-M
57,"(40.679777895000086, -73.94135896299991)",1490 Fulton Street (To Queens Only),http://www.mta.info/nyct/service/,A-C
58,"(40.747036334000086, -73.99313799799995)",311 7 Avenue (Uptown Only),http://www.mta.info/nyct/service/,1-2
59,"(40.51783269400005, -74.23900680299994)",Nassau Pl & Averill Pl At Sw Corner,http://www.mta.info/nyct/service/,@
60,"(40.64472488000007, -74.07671914899993)",75 Richmond Terrace,http://www.mta.info/nyct/service/,@
61,"(40.70858933400007, -73.95800999799991)",295 Broadway (To Manhattan Only),http://www.mta.info/nyct/service/,J-M-Z
62,"(40.72558333500007, -74.0037470019999)",166 6 Avenue,http://www.mta.info/nyct/service/,A-C-E
63,"(40.70283633200006, -73.9074809999999)",701 Seneca Avenue,http://www.mta.info/nyct/service/,M
64,"(40.74781733400005, -73.8838289979999)",82-01 Roosevelt Avenue,http://www.mta.info/nyct/service/,7
65,"(40.706799954000076, -74.0088788189999)",47 Pine Street,http://www.mta.info/nyct/service/,2-3
66,"(40.81655333200007, -73.89623400099993)",1025 Longwood Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,6
67,"(40.69002502600006, -73.9516544029999)",573 Lafayette Avenue,http://www.mta.info/nyct/service/,G
68,"(40.78089533200006, -73.97291800099993)",180 Central Park West,http://www.mta.info/nyct/service/,A-C-B
69,"(40.86575833300009, -73.92726599999992)",4761 Broadway,http://www.mta.info/nyct/service/,A
70,"(40.751698332000046, -73.85601699999995)",39-16 111 Street,http://www.mta.info/nyct/service/,7
71,"(40.71947133200007, -74.00161699999995)",418 Broadway,http://www.mta.info/nyct/service/,4-6-6 Express-J-Z-N-Q-R
72,"(40.66085870200004, -73.96204895799991)",462 Flatbush Avenue (Enter From Lincoln Rd),http://www.mta.info/nyct/service/,B-Q-S
73,"(40.766452333000075, -73.9828149999999)",956 8 Avenue,http://www.mta.info/nyct/service/,1-2-A-C-B-D
74,"(40.68318133300005, -73.91127400099992)",1720 Broadway,http://www.mta.info/nyct/service/,J-Z
75,"(40.68338859000005, -73.9670950819999)",856 Fulton Street (To Queens Only),http://www.mta.info/nyct/service/,A-C
76,"(40.749143332000074, -73.93797900099992)",42-01 28 Street,http://www.mta.info/nyct/service/,E-M-R
77,"(40.67805433500007, -73.91063400099995)",2154 Fulton Street,http://www.mta.info/nyct/service/,A-C
78,"(40.71269933500008, -74.00409900099993)",1 Centre Street,http://www.mta.info/nyct/service/,4-5-6-6 Express-J-Z
79,"(40.72371533200004, -73.95059199999992)",626 Manhattan Avenue,http://www.mta.info/nyct/service/,G
80,"(40.68876323300009, -73.96014953499991)",344 Classon Avenue,http://www.mta.info/nyct/service/,G
81,"(40.754069332000086, -73.94213200099995)",40-33 21 Street,http://www.mta.info/nyct/service/,F
82,"(40.76870133300008, -73.98171700099994)",1824 Broadway,http://www.mta.info/nyct/service/,1-2-A-C-B-D
83,"(40.69397933200008, -73.94907999999992)",602 Marcy Avenue,http://www.mta.info/nyct/service/,G
84,"(40.762641332000044, -73.96763699899992)",131 East 60 Street,http://www.mta.info/nyct/service/,4-5-6-6 Express-N-Q-R
85,"(40.63303461700008, -73.94750633299992)",2137 Nostrand Avenue,http://www.mta.info/nyct/service/,2-5
86,"(40.68067533400006, -73.97476299899995)",70 6 Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,2-3-4
87,"(40.63325133400008, -73.94792800099992)",Nostrand Ave & Flatbush Ave At Nw Corner,http://www.mta.info/nyct/service/,2-5
88,"(40.63285833300006, -73.94750599999992)",Nostrand Ave & Flatbush Ave At Ne Corner,http://www.mta.info/nyct/service/,2-5
89,"(40.65066333400006, -73.94941600199991)",Nostrand Ave & Church Ave At Se Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2-5
90,"(40.66812833400007, -73.95047399899994)",Nostrand Ave & President St At Ne Corner,http://www.mta.info/nyct/service/,2-5
91,"(40.66980433300006, -73.95038899899993)",Nostrand Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,3-4
92,"(40.695439332000035, -73.94942299899992)",Marcy Ave & Myrtle Ave At Nw Corner,http://www.mta.info/nyct/service/,G
93,"(40.66902733200004, -73.93378899699991)",Schenectady Ave & Eastern Pkwy At Ne Corner,http://www.mta.info/nyct/service/,3-4
94,"(40.66868046900004, -73.93102884299992)",Utica Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,3-4
95,"(40.69685193400005, -73.93545257799991)",Broadway & Myrtle Ave At Nw Corner,http://www.mta.info/nyct/service/,J-Z
96,"(40.71771933300005, -73.95768699899992)",Bedford Ave & N 7th St At Se Corner,http://www.mta.info/nyct/service/,L
97,"(40.69996633200009, -73.94991299999992)",Union Ave & Flushing Ave At Ne Corner (To Queens Only),http://www.mta.info/nyct/service/,G
98,"(40.70662733200004, -73.95234399799995)",Hewes St & Broadway At Ne Corner,http://www.mta.info/nyct/service/,J-M
99,"(40.713768334000065, -73.95144499799994)",Union Ave & Metropolitan Ave At Se Corner,http://www.mta.info/nyct/service/,G-L
100,"(40.703313334000086, -73.94668799899995)",Lorimer St & Broadway At Sw Corner,http://www.mta.info/nyct/service/,J-M
101,"(40.70059523000003, -73.9422351469999)",Flushing Ave & Broadway At Se Corner,http://www.mta.info/nyct/service/,J-M
102,"(40.72547833300007, -73.95190599999995)",Manhattan Ave & Norman Ave At Nw Corner,http://www.mta.info/nyct/service/,G
103,"(40.723810332000085, -73.9509280019999)",Manhattan Ave & Nassau Ave At Nw Corner,http://www.mta.info/nyct/service/,G
104,"(40.71444933400005, -73.9442479999999)",Graham Ave & Metropolitan Ave At Se Corner (To Canarsie Only),http://www.mta.info/nyct/service/,L
105,"(40.712035332000085, -73.9408919999999)",Grand St & Bushwick Ave At Ne Corner (To Canarsie Only),http://www.mta.info/nyct/service/,L
106,"(40.70623433500003, -73.93198899899994)",Morgan Ave & Harrison Pl At Sw Corner,http://www.mta.info/nyct/service/,L
107,"(40.73227033400008, -73.95441499899994)",Manhattan Ave & India St At Se Corner,http://www.mta.info/nyct/service/,G
108,"(40.66493233400007, -73.92266300099993)",Rutland Rd & E. 98th St At Ne Corner,http://www.mta.info/nyct/service/,3-4
109,"(40.66167533400005, -73.91534499799991)",Saratoga Ave & Livonia Ave At Ne Corner,http://www.mta.info/nyct/service/,3-4
110,"(40.645545334000076, -73.90249800099991)",Glenwood Rd & Rockaway Pkwy At Nw Corner,http://www.mta.info/nyct/service/,L
111,"(40.678714297000056, -73.92151693099993)",Ralph Ave & Fulton St At Se Corner,http://www.mta.info/nyct/service/,A-C
112,"(40.67859262400009, -73.91376868299994)",Hopkinson Ave & Fulton St At Nw Corner,http://www.mta.info/nyct/service/,A-C
113,"(40.68906833200003, -73.92156499999993)",Palmetto St & Broadway At Sw Corner,http://www.mta.info/nyct/service/,J-Z
114,"(40.68693333300007, -73.91729499999991)",Jefferson Ave & Broadway At Ne Corner,http://www.mta.info/nyct/service/,J
115,"(40.69014133200005, -73.9229479999999)",Linden St & Broadway At Nw Corner,http://www.mta.info/nyct/service/,J-Z
116,"(40.67569802600008, -73.90280546699995)",Snediker Ave & New York Ave At Sw Corner,http://www.mta.info/nyct/service/,L
117,"(40.676769334000085, -73.89958599899995)",Alabama Av & Fulton St At Se Corner,http://www.mta.info/nyct/service/,J
118,"(40.67423933200007, -73.89666899999992)",Pennsylvania Ave & Liberty Ave At Sw Corner,http://www.mta.info/nyct/service/,A-C
119,"(40.68878759900008, -73.90467903799993)",Lirr Bay Ridge Divide & Wilson Ave At Nw Corner,http://www.mta.info/nyct/service/,L
120,"(40.67250633400005, -73.89015299999994)",Van Siclen Ave & Pitkin Ave At Se Corner,http://www.mta.info/nyct/service/,A-C
121,"(40.66628133200004, -73.88328999599992)",Ashford St & Livonia Av At Sw Corner,http://www.mta.info/nyct/service/,3-4
122,"(40.674001332000046, -73.88066499699994)",Shepherd Ave & Pitkin Ave At Se Corner,http://www.mta.info/nyct/service/,A-C
123,"(40.675268333000076, -73.87208699699994)",Euclid Ave & Pitkin Ave At Sw Corner,http://www.mta.info/nyct/service/,A-C-S
124,"(40.67548833400008, -73.87208599799993)",Euclid Ave & Pitkin Ave At Nw Corner,http://www.mta.info/nyct/service/,A-C-S
125,"(40.70601433300004, -73.92211899999995)",Starr St & Wyckoff Ave At Se Corner,http://www.mta.info/nyct/service/,L
126,"(40.70415333200009, -73.91927299999992)",Dekalb Ave & Wycoff Ave At Se Corner,http://www.mta.info/nyct/service/,L
127,"(40.703342332000034, -73.91795899999994)",Stanhope St & Wycoff Ave At Sw Corner,http://www.mta.info/nyct/service/,L
128,"(40.703461332000074, -73.91760599899993)",Stanhope St & Wycoff Ave At Ne Corner,http://www.mta.info/nyct/service/,L
129,"(40.70724233400006, -73.92372300099993)",Jefferson St & Wyckoff Ave At Nw Corner,http://www.mta.info/nyct/service/,L
130,"(40.70621633400009, -73.92193099799994)",Starr St & Wyckoff Ave At Ne Corner,http://www.mta.info/nyct/service/,L
131,"(40.704816332000064, -73.90220799999992)",Forest Ave & Myrtle Ave At Nw Corner,http://www.mta.info/nyct/service/,M
132,"(40.706115381000075, -73.89555909899991)",62nd St & 67th Ave At Se Corner,http://www.mta.info/nyct/service/,M
133,"(40.74294533400007, -73.88270099899995)",Britton Ave & Broadway At Nw Corner,http://www.mta.info/nyct/service/,E-M-R
134,"(40.75482789600005, -73.84580039399992)",126th St & Roosevelt Ave At Nw Corner,http://www.mta.info/nyct/service/,7-7 Express
135,"(40.754236983000055, -73.84601379299994)",126th St & Roosevelt Ave At Sw Corner,http://www.mta.info/nyct/service/,7-7 Express
136,"(40.72932524500004, -73.85955372799992)",64th Rd & Queens Blvd At Nw Corner,http://www.mta.info/nyct/service/,E-M-R
137,"(40.69147144300007, -73.86659543499991)",75th St & Jamaica At Nw Corner,http://www.mta.info/nyct/service/,J-Z
138,"(40.695268629000054, -73.84329542799992)",104th St & Jamaica Ave At Ne Corner,http://www.mta.info/nyct/service/,J-Z
139,"(40.701204447000066, -73.81641338299994)",Van Wyck Expwy & 89th Ave At Sw Corner,http://www.mta.info/nyct/service/,E
140,"(40.700629604000085, -73.94199501899993)",Flushing Ave & Broadway At Se Corner,http://www.mta.info/nyct/service/,J-M
141,"(40.69571257200005, -73.90526431399991)",Halsey St & Wycoff Ave At Sw Corner (To Canarsie Only),http://www.mta.info/nyct/service/,L
142,"(40.679487100000074, -73.9297254889999)",Utica Ave & Fulton St At Nw Corner,http://www.mta.info/nyct/service/,A-C
143,"(40.68835812600008, -73.96567000999994)",Washington Ave & Lafayette Ave At Ne Corner,http://www.mta.info/nyct/service/,G
144,"(40.687833512000054, -73.96788613099994)",Clinton Ave & Lafayette Ave At Sw Corner,http://www.mta.info/nyct/service/,G
145,"(40.68933096400008, -73.95496904099991)",Bedford Ave & Lafayette Ave At Se Corner,http://www.mta.info/nyct/service/,G
146,"(40.68955302900008, -73.95528961399992)",Bedford Ave & Lafayette Ave At Nw Corner,http://www.mta.info/nyct/service/,G
147,"(40.66866470100007, -73.93072282199995)",Utica Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,3-4
148,"(40.65145808200003, -73.96283995999994)",St. Pauls Pl & Caton Ave At Se Corner,http://www.mta.info/nyct/service/,B-Q
149,"(40.57549884900004, -73.97699869599995)",8th St & Surf Ave At Nw Corner,http://www.mta.info/nyct/service/,F-Q
150,"(40.66985070800007, -73.98947403199992)",4th Ave & 10th St At Nw Corner,http://www.mta.info/nyct/service/,D-F-G-N-R
151,"(40.62452814100004, -73.97615660799994)",Mcdonald Ave & Avenue J At Nw Corner,http://www.mta.info/nyct/service/,F
152,"(40.51321562800007, -74.25096683699991)",Main St & Utah St At Nw Corner,http://www.mta.info/nyct/service/,@
153,"(40.51538867600004, -74.24543268999992)",Tracy Av & Arthur Kill Rd At Nw Corner,http://www.mta.info/nyct/service/,@
154,"(40.748547332000044, -73.87657599699992)",90th St & Roosevelt Ave At Nw Corner,http://www.mta.info/nyct/service/,7
155,"(40.73333033200004, -73.87097299999994)",Woodhaven Blvd & Queens Blvd At Sw Corner,http://www.mta.info/nyct/service/,E-M-R
156,"(40.73321333300004, -73.86873299799993)",Horace Harding Expwy & Queens Blvd At Ne Corner,http://www.mta.info/nyct/service/,E-M-R
157,"(40.749777333000054, -73.86230299899995)",103rd St & Roosevelt Ave At Se Corner,http://www.mta.info/nyct/service/,7
158,"(40.72659533400008, -73.85349199899991)",67th Ave & Queens Blvd At Se Corner,http://www.mta.info/nyct/service/,E-M-R
159,"(40.72149633400005, -73.84338199899992)",71st & Queens Blvd At Ne Corner,http://www.mta.info/nyct/service/,E-F-M-R
160,"(40.71397033400007, -73.8313279969999)",Union Tpke & Queens Blvd At Se Corner,http://www.mta.info/nyct/service/,E-F
161,"(40.71902352900008, -73.83798439599991)",75th & Queens Blvd At Nw Corner (To Manhattan And Brooklyn Only),http://www.mta.info/nyct/service/,E-F
162,"(40.714928333000046, -73.83148499999993)",Union Tpke & Queens Blvd At Nw Corner,http://www.mta.info/nyct/service/,E-F
163,"(40.759390333000056, -73.82990999899994)",Main St & Roosevelt Ave At Se Corner,http://www.mta.info/nyct/service/,7-7 Express
164,"(40.759710333000044, -73.82996199899992)",Main St & Roosevelt Ave At Ne Corner,http://www.mta.info/nyct/service/,7-7 Express
165,"(40.708092332000035, -73.82009999999991)",Van Wyck Blvd & Queens Blvd At Sw Corner (To Jamaica Only),http://www.mta.info/nyct/service/,E-F
166,"(40.70266133300004, -73.81719099899993)",Van Wyck Expwy & Jamaica Ave At Nw Corner,http://www.mta.info/nyct/service/,E
167,"(40.70076833400009, -73.80789400099991)",Sutphin Blvd & Archer Ave At Nw Corner,http://www.mta.info/nyct/service/,E-J-Z
168,"(40.70565033400004, -73.80949099799994)",Sutphin Blvd & Hillside Ave At Se Corner,http://www.mta.info/nyct/service/,F
169,"(40.70709133400004, -73.80449100099992)",153rd St & Hillside Ave At Sw Corner,http://www.mta.info/nyct/service/,F
170,"(40.70755533300007, -73.80279599699992)",Parsons Blvd & Hillside Ave At Sw Corner,http://www.mta.info/nyct/service/,F
171,"(40.710147333000066, -73.79491499699992)",168th St & Hillside Ave At Nw Corner,http://www.mta.info/nyct/service/,F
172,"(40.71082133200008, -73.7932129969999)",169th St & Hillside Ave At Nw Corner,http://www.mta.info/nyct/service/,F
173,"(40.710947332000046, -73.79294799599995)",169th St & Hillside Ave At Ne Corner,http://www.mta.info/nyct/service/,F
174,"(40.712335334000045, -73.78450099999992)",179th St & Hillside Ave At Sw Corner,http://www.mta.info/nyct/service/,F
175,"(40.71240033200007, -73.78430399699994)",179th St & Hillside Ave At Se Corner,http://www.mta.info/nyct/service/,F
176,"(40.71290833300009, -73.78331399899992)",180th St & Hillside Ave At Nw Corner,http://www.mta.info/nyct/service/,F
177,"(40.71277633300008, -73.78265200099992)",180th St & Hillside Ave At Sw Corner,http://www.mta.info/nyct/service/,F
178,"(40.604740778000064, -73.7541728189999)",Beach 22nd St & Mott Ave At Sw Corner,http://www.mta.info/nyct/service/,A
179,"(40.58308533200005, -73.82757699899992)",Beach 106th St & Rockaway Frwy At Nw Corner,http://www.mta.info/nyct/service/,A-S
180,"(40.583491335000076, -73.82716600099991)",Beach 106th St & Rockaway Frwy At Nw Corner,http://www.mta.info/nyct/service/,A-S
181,"(40.585571333000075, -73.82029499899994)",Beach 98th St & Rockaway Frwy At Nw Corner,http://www.mta.info/nyct/service/,A-S
182,"(40.59084033400006, -73.79658499899995)",Beach 67th St & Rockaway Frwy At Sw Corner,http://www.mta.info/nyct/service/,A
183,"(40.59117633400007, -73.7961000009999)",Beach 69th St & Rockaway Frwy At Se Corner,http://www.mta.info/nyct/service/,A
184,"(40.592231333000086, -73.78914999999995)",Beach 59th Sr & Rockaway Frwy At Sw Corner,http://www.mta.info/nyct/service/,A
185,"(40.59282633200007, -73.77616499899995)",Beach 45th St & Edgemere Ave At Sw Corner,http://www.mta.info/nyct/service/,A
186,"(40.59309233600004, -73.77604699699992)",Beach 45th St & Edgemere Ave At Ne Corner,http://www.mta.info/nyct/service/,A
187,"(40.59541233200008, -73.76788499699995)",Beach 35th & Rockaway Frwy At Sw Corner,http://www.mta.info/nyct/service/,A
188,"(40.676769334000085, -73.89958599899995)",Alabama Av & Fulton St At Se Corner,http://www.mta.info/nyct/service/,J
189,"(40.65142085200006, -73.89917839399993)",Turnbull Ave & E 105th St At Se Corner,http://www.mta.info/nyct/service/,L
190,"(40.73973433200007, -74.00280399999991)",8th Ave & 14th St At Sw Corner,http://www.mta.info/nyct/service/,A-C-E-L
191,"(40.739949333000084, -74.00265499799991)",8th Ave & 14th St At Nw Corner,http://www.mta.info/nyct/service/,A-C-E-L
192,"(40.739776334000055, -74.00225599899994)",8th Ave & 14th St At Ne Corner,http://www.mta.info/nyct/service/,A-C-E-L
193,"(40.740419333000034, -74.00176200099992)",8th Ave & 15th St At Ne Corner,http://www.mta.info/nyct/service/,A-C-E-L
194,"(40.74094433200008, -74.00140199899994)",8th Ave & 16th St At Se Corner,http://www.mta.info/nyct/service/,A-C-E-L
195,"(40.74105733300007, -74.00130799999994)",8th Ave & 16th St At Ne Corner,http://www.mta.info/nyct/service/,A-C-E-L
196,"(40.71020733200004, -74.00756200099994)",Fulton St & Nassau St At Ne Corner,http://www.mta.info/nyct/service/,2-3-4-5-A-C-J-Z
197,"(40.745278334000034, -73.99877099899993)",8th Ave & 23rd St At Sw Corner,http://www.mta.info/nyct/service/,A-C-E
198,"(40.745505334000086, -73.99864200199994)",8th Ave & 23rd St At Nw Corner,http://www.mta.info/nyct/service/,A-C-E
199,"(40.737423335000074, -73.99721999999991)",6th Ave & 14th St At Sw Corner,http://www.mta.info/nyct/service/,1-2-3-L-F-M
200,"(40.73757233400005, -73.99711099899991)",6th Ave & 14th St At Nw Corner,http://www.mta.info/nyct/service/,1-2-3-L-F-M
201,"(40.737197335000076, -73.99670399899992)",6th Ave & 14th St At Se Corner,http://www.mta.info/nyct/service/,1-2-3-L-F-M
202,"(40.73714933300005, -73.99657800099993)",6th Ave & 14th St At Se Corner,http://www.mta.info/nyct/service/,1-2-3-L-F-M
203,"(40.73728633400009, -73.9964369999999)",6th Ave & 14th St At Ne Corner,http://www.mta.info/nyct/service/,1-2-3-L-F-M
204,"(40.73852933400008, -73.9956850019999)",6th Ave & 16th St At Se Corner,http://www.mta.info/nyct/service/,1-2-3-L-F-M
205,"(40.73447433500007, -73.99017299899992)",4th Ave & 14th St At Sw Corner,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
206,"(40.734891332000075, -73.99127699899992)",Broadway & 14th St At Sw Corner,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
207,"(40.735344335000036, -73.99028299799994)",4th Ave & 15th St At Sw Corner,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
208,"(40.73652333200005, -73.99044699799992)",Broadway & 16th St At Ne Corner,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
209,"(40.74120633300004, -73.99803500099995)",7th Ave & 18th St At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,1-2
210,"(40.740920335000055, -73.99769799799992)",7th Ave & 18th St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,1-2
211,"(40.74178333300006, -73.99755699899993)",7th Ave & 18th St At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,1-2
212,"(40.74161733300008, -73.99719699999991)",7th Ave & 18th St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,1-2
213,"(40.745299335000084, -73.99814500199994)",8th Ave & 23rd St At Ne Corner,http://www.mta.info/nyct/service/,A-C-E
214,"(40.74611033200006, -73.99814499999991)",8th Ave & 24th St At Nw Corner,http://www.mta.info/nyct/service/,A-C-E
215,"(40.74660333300005, -73.99780100099991)",8th Ave & 25th St At Sw Corner,http://www.mta.info/nyct/service/,A-C-E
216,"(40.714200331000086, -74.00835699899994)",Church St & Warren St At Se Corner,http://www.mta.info/nyct/service/,2-3-A-C-E
217,"(40.71343733300006, -74.00676000199991)",Broadway & Warren St At Ne Corner,http://www.mta.info/nyct/service/,N-R
218,"(40.74673233200008, -73.99771099999992)",8th Ave & 25th St At Nw Corner,http://www.mta.info/nyct/service/,A-C-E
219,"(40.74648333400006, -73.99714199999994)",8th Ave & 25th St At Ne Corner,http://www.mta.info/nyct/service/,A-C-E
220,"(40.74391033400008, -73.99560800099994)",7th Ave & 23rd St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,1-2
221,"(40.744313333000036, -73.99581100099994)",7th Ave & 23rd St At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,1-2
