time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-06T16:17:25.960Z,39.8766,143.1645,31.98,4.6,mb,,147.0,1.8459999999999999,0.5,us,us100087ap,2017-03-06T17:37:27.040Z,"107km ENE of Miyako, Japan",earthquake,5.8,3.9,0.09,37.0,reviewed,us,us
2017-03-06T08:32:15.350Z,-18.1346,-178.1833,546.85,4.6,mb,,70.0,3.6039999999999996,0.9,us,us1000878y,2017-03-06T08:52:13.040Z,"283km N of Ndoi Island, Fiji",earthquake,5.5,8.0,0.044000000000000004,159.0,reviewed,us,us
2017-03-06T03:06:21.490Z,-19.5991,178.3764,35.73,5.3,mb,,44.0,1.869,0.77,us,us1000877f,2017-03-07T00:58:11.861Z,"161km S of Suva, Fiji",earthquake,7.9,0.6,0.04,213.0,reviewed,us,us
2017-03-06T02:56:22.810Z,-40.4352,-71.9032,141.93,4.6,mb,,65.0,0.61,1.4,us,us1000877d,2017-03-07T13:10:05.165Z,"42km NNW of Villa La Angostura, Argentina",earthquake,5.5,5.9,0.11,25.0,reviewed,us,us
2017-03-06T01:39:03.210Z,5.6689,124.0092,529.44,4.6,mb,,75.0,2.09,0.82,us,us10008774,2017-03-06T23:16:56.040Z,"62km SW of Malisbeng, Philippines",earthquake,11.1,8.5,0.052000000000000005,109.0,reviewed,us,us
2017-03-06T01:26:22.010Z,43.4018,45.792,10.0,4.5,mb,,43.0,1.8980000000000001,0.84,us,us10008771,2017-03-16T21:35:38.707Z,"3km NW of Petropavlovskaya, Russia",earthquake,5.6,1.9,0.073,55.0,reviewed,us,us
2017-03-05T23:31:52.210Z,-18.2715,-174.6358,70.98,4.5,mb,,191.0,4.534,0.95,us,us100088pc,2017-03-13T21:53:15.040Z,"80km WNW of Neiafu, Tonga",earthquake,15.3,14.3,0.11,24.0,reviewed,us,us
2017-03-05T22:47:53.310Z,-5.999,149.35299999999998,31.07,6.3,mww,,17.0,3.326,0.99,us,us1000876f,2017-03-10T18:37:18.734Z,"32km NW of Kandrian, Papua New Guinea",earthquake,6.6,3.2,,,reviewed,us,us
2017-03-05T22:28:11.240Z,-58.3599,-139.6975,10.0,5.1,mb,,35.0,27.199,0.69,us,us1000876d,2017-03-05T22:53:55.040Z,Pacific-Antarctic Ridge,earthquake,5.6,1.7,0.084,46.0,reviewed,us,us
2017-03-05T15:48:33.030Z,-6.1617,148.9734,53.75,4.6,mb,,76.0,3.6889999999999996,0.6,us,us1000874r,2017-03-05T16:46:12.040Z,"64km W of Kandrian, Papua New Guinea",earthquake,10.6,9.2,0.114,23.0,reviewed,us,us
2017-03-05T13:42:18.380Z,-21.87,-68.3141,111.13,4.7,mb,,31.0,0.865,0.94,us,us1000874i,2017-03-05T14:40:05.040Z,"91km NE of Calama, Chile",earthquake,6.8,7.4,0.061,80.0,reviewed,us,us
2017-03-05T12:22:15.370Z,-55.0791,-129.3625,10.0,5.3,mb,,93.0,29.98,0.64,us,us1000874a,2017-03-06T18:44:18.040Z,Pacific-Antarctic Ridge,earthquake,13.9,1.9,0.09,42.0,reviewed,us,us
2017-03-05T10:04:44.420Z,37.2909,141.3529,24.05,4.6,mb,,126.0,0.73,0.83,us,us1000873g,2017-03-07T02:00:48.263Z,"37km SE of Namie, Japan",earthquake,6.8,5.7,0.083,43.0,reviewed,us,us
2017-03-05T01:46:56.670Z,36.5353,6.7413,13.01,4.7,mb,,82.0,2.255,1.07,us,us10008715,2017-03-05T19:50:42.898Z,"13km NE of Didouche Mourad, Algeria",earthquake,7.9,4.6,0.068,66.0,reviewed,us,us
2017-03-05T01:18:54.330Z,35.646,140.8909,39.58,4.9,mb,,127.0,2.22,0.91,us,us1000870y,2017-03-06T01:48:18.367Z,"11km SSE of Hasaki, Japan",earthquake,4.3,6.6,0.064,78.0,reviewed,us,us
2017-03-05T00:08:20.090Z,9.8207,125.54799999999999,19.59,5.7,mb,,77.0,2.733,0.93,us,us1000870s,2017-03-15T10:50:45.430Z,"7km ENE of Surigao, Philippines",earthquake,4.0,4.1,0.048,155.0,reviewed,us,us
2017-03-04T20:11:49.650Z,-59.1424,-17.6654,10.0,5.0,mb,,107.0,11.414000000000001,0.81,us,us1000871g,2017-03-05T03:19:27.040Z,East of the South Sandwich Islands,earthquake,13.7,1.9,0.096,35.0,reviewed,us,us
2017-03-04T20:03:46.050Z,-20.5164,-178.3557,615.86,4.9,mb,,89.0,4.373,0.88,us,us10008704,2017-03-04T20:19:15.040Z,"38km ENE of Ndoi Island, Fiji",earthquake,13.9,11.0,0.091,38.0,reviewed,us,us
2017-03-04T17:36:38.730Z,-24.9693,179.6757,490.14,4.7,mb,,75.0,7.346,0.91,us,us100086zt,2017-03-16T14:08:18.040Z,South of the Fiji Islands,earthquake,11.3,7.3,0.07,62.0,reviewed,us,us
2017-03-04T17:22:16.550Z,-64.9293,177.9816,10.0,4.8,mb,,125.0,13.422,1.27,us,us1000889q,2017-03-16T14:02:53.040Z,"288km NNW of Scott Island Bank, Antarctica",earthquake,9.4,1.9,0.161,14.0,reviewed,us,us
2017-03-04T10:05:26.080Z,-7.2852,155.7187,50.72,4.9,mb,,95.0,4.686,0.64,us,us100086yg,2017-03-04T10:47:59.040Z,"110km SSE of Panguna, Papua New Guinea",earthquake,8.2,5.2,0.077,55.0,reviewed,us,us
2017-03-04T03:50:01.060Z,-7.191,155.8292,51.08,4.8,mb,,102.0,4.647,0.83,us,us100086xf,2017-03-04T04:09:10.040Z,"101km SW of Chirovanga, Solomon Islands",earthquake,8.5,9.2,0.135,19.0,reviewed,us,us
2017-03-04T03:18:41.280Z,-7.2921,155.7504,35.07,5.0,mb,,88.0,15.703,0.88,us,us100086xu,2017-03-04T06:15:14.040Z,"111km SSE of Panguna, Papua New Guinea",earthquake,10.8,4.7,0.105,33.0,reviewed,us,us
2017-03-04T03:16:35.070Z,-7.3524,155.6747,50.81,5.1,mb,,30.0,4.697,1.02,us,us100086x8,2017-03-04T03:34:34.040Z,"116km S of Panguna, Papua New Guinea",earthquake,6.5,6.2,0.07400000000000001,61.0,reviewed,us,us
2017-03-04T02:58:24.950Z,-7.3527,155.7048,53.72,5.9,mww,,17.0,4.681,1.11,us,us100086x7,2017-03-06T18:48:17.040Z,"117km SSE of Panguna, Papua New Guinea",earthquake,7.5,5.9,,,reviewed,us,us
2017-03-04T02:11:53.910Z,25.1802,94.6957,75.66,5.1,mb,,62.0,1.012,0.86,us,us100086x4,2017-03-05T09:45:17.902Z,"57km SSE of Phek, India",earthquake,3.8,6.9,0.046,153.0,reviewed,us,us
2017-03-04T00:14:54.150Z,-55.0061,-129.1062,10.0,5.0,mb,,87.0,33.126,0.98,us,us1000888z,2017-03-11T05:07:07.040Z,Pacific-Antarctic Ridge,earthquake,14.1,1.9,0.115,24.0,reviewed,us,us
2017-03-03T23:53:36.200Z,-54.8941,-129.5809,10.0,5.1,mb,,67.0,29.791999999999998,0.45,us,us1000888a,2017-03-11T04:14:42.040Z,Pacific-Antarctic Ridge,earthquake,12.1,1.8,0.069,69.0,reviewed,us,us
2017-03-03T23:31:07.440Z,54.7575,168.0199,34.39,4.9,mb,,84.0,4.1419999999999995,0.5,us,us100086vq,2017-03-07T01:23:44.040Z,"138km ESE of Nikol'skoye, Russia",earthquake,8.4,4.6,0.031,338.0,reviewed,us,us
2017-03-03T21:06:53.210Z,28.3008,139.6502,409.53,4.5,mb,,78.0,2.5469999999999997,1.44,us,us1000888b,2017-03-11T04:47:39.040Z,"286km WNW of Chichi-shima, Japan",earthquake,12.7,8.9,0.157,12.0,reviewed,us,us
2017-03-03T17:46:58.260Z,30.779,141.8316,28.31,4.5,mb,,132.0,2.892,0.68,us,us100086ub,2017-03-14T21:04:41.040Z,"Izu Islands, Japan region",earthquake,7.5,5.8,0.079,47.0,reviewed,us,us
2017-03-03T10:46:56.120Z,-5.5998,147.2633,137.38,4.7,mb,,37.0,5.079,0.66,us,us100086pz,2017-03-03T11:03:58.040Z,"127km NNE of Lae, Papua New Guinea",earthquake,8.6,7.3,0.076,53.0,reviewed,us,us
2017-03-03T08:27:35.740Z,43.1235,145.5694,82.22,5.3,mb,,121.0,2.0980000000000003,0.86,us,us100086pe,2017-03-05T15:26:59.605Z,"22km S of Nemuro, Japan",earthquake,8.4,6.2,0.053,119.0,reviewed,us,us
2017-03-03T04:01:43.810Z,5.5189,127.0097,110.98,4.7,mb,,139.0,2.096,0.58,us,us100086nd,2017-03-11T00:05:12.040Z,"130km SE of Pondaguitan, Philippines",earthquake,6.1,8.0,0.09300000000000001,35.0,reviewed,us,us
2017-03-03T02:14:33.510Z,-5.728,149.3567,99.93,4.7,mb,,52.0,3.01,0.64,us,us100086n0,2017-03-11T00:14:11.040Z,"58km NNW of Kandrian, Papua New Guinea",earthquake,8.9,6.1,0.08800000000000001,39.0,reviewed,us,us
2017-03-02T21:11:22.640Z,-55.6033,-121.8079,10.0,4.8,mb,,98.0,29.112,0.83,us,us10008871,2017-03-11T01:06:40.040Z,Southern East Pacific Rise,earthquake,10.3,1.9,0.131,18.0,reviewed,us,us
2017-03-02T20:14:27.700Z,-6.0919,154.97,161.18,4.8,mb,,56.0,3.373,0.96,us,us100086ku,2017-03-13T18:47:24.040Z,"62km WNW of Panguna, Papua New Guinea",earthquake,8.8,8.2,0.06,87.0,reviewed,us,us
2017-03-02T19:13:15.670Z,61.3504,-27.4296,10.0,5.0,mb,,57.0,4.396,0.82,us,us100086kc,2017-03-13T18:46:28.040Z,Iceland region,earthquake,7.9,1.8,0.027000000000000003,431.0,reviewed,us,us
2017-03-02T19:11:06.490Z,-43.2275,-74.0636,27.61,4.5,mwr,,188.0,0.313,1.02,us,us100086k8,2017-03-16T13:55:56.040Z,"38km WSW of Puerto Quellon, Chile",earthquake,5.4,8.1,,,reviewed,us,guc
2017-03-02T16:53:47.800Z,-39.4816,177.4404,18.24,4.5,mwr,,160.0,0.8,0.8,us,us100086id,2017-03-14T19:09:00.841Z,"45km E of Napier, New Zealand",earthquake,5.3,4.8,0.065,23.0,reviewed,us,us
2017-03-02T15:13:35.280Z,-18.5462,-177.6394,610.53,4.5,mb,,195.0,4.172,0.78,us,us1000886t,2017-03-14T16:45:12.040Z,"258km NNE of Ndoi Island, Fiji",earthquake,19.4,13.0,0.106,26.0,reviewed,us,us
2017-03-02T14:53:42.900Z,32.6365,132.0995,48.15,5.3,mww,,61.0,1.138,1.26,us,us100086hr,2017-03-03T14:20:07.543Z,"39km SSE of Saiki, Japan",earthquake,5.9,5.4,0.066,22.0,reviewed,us,us
2017-03-02T12:44:20.030Z,-5.0292,151.1703,146.05,4.7,mb,,64.0,1.2930000000000001,0.56,us,us100086h7,2017-03-02T13:04:46.040Z,"127km ENE of Kimbe, Papua New Guinea",earthquake,9.7,7.4,0.069,64.0,reviewed,us,us
2017-03-02T11:07:27.000Z,37.5798,38.4402,10.0,5.6,mww,,37.0,1.061,0.98,us,us100086gw,2017-03-03T01:58:57.866Z,"3km W of Samsat, Turkey",earthquake,3.2,1.9,,,reviewed,us,us
2017-03-02T10:09:44.460Z,-6.3973,155.1973,47.87,4.8,mb,,110.0,3.7319999999999998,0.77,us,us100086gr,2017-03-02T10:30:18.040Z,"33km WSW of Panguna, Papua New Guinea",earthquake,8.2,7.9,0.109,26.0,reviewed,us,us
2017-03-02T08:37:08.840Z,-16.5828,-174.3531,61.34,4.5,mb,,73.0,4.89,0.73,us,us1000886h,2017-03-15T13:09:06.040Z,"95km SW of Hihifo, Tonga",earthquake,10.5,7.2,0.139,15.0,reviewed,us,us
2017-03-02T04:50:52.860Z,-5.8136,147.1366,68.14,4.6,mb,,60.0,3.5669999999999997,0.95,us,us100086fu,2017-03-02T05:08:24.040Z,"101km N of Lae, Papua New Guinea",earthquake,6.0,7.8,0.073,56.0,reviewed,us,us
2017-03-02T02:11:30.682Z,59.5785,-152.6546,78.0,5.5,ml,,,,0.92,ak,ak15426300,2017-03-13T23:55:23.379Z,"42km WSW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-03-02T01:27:35.810Z,20.4074,120.2697,10.0,4.7,mb,,104.0,2.898,0.69,us,us100086et,2017-03-02T02:53:58.040Z,"167km W of Sabtang, Philippines",earthquake,9.8,1.2,0.079,49.0,reviewed,us,us
2017-03-01T22:28:59.110Z,-56.0048,-25.4965,10.0,4.5,mb,,203.0,6.5329999999999995,0.8,us,us1000884l,2017-03-15T05:16:18.040Z,"130km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.6,2.0,0.15,13.0,reviewed,us,us
2017-03-01T22:04:31.090Z,-6.1179,113.0763,584.16,4.6,mb,,18.0,2.569,1.12,us,us100086dr,2017-03-15T05:09:07.040Z,"105km NNE of Ujungpangkah, Indonesia",earthquake,9.8,6.1,0.055,98.0,reviewed,us,us
2017-03-01T20:33:16.800Z,-8.3052,156.2654,17.5,4.9,mb,,52.0,3.8080000000000003,0.94,us,us1000863c,2017-03-13T18:45:25.040Z,"67km WSW of Gizo, Solomon Islands",earthquake,7.5,5.6,0.084,45.0,reviewed,us,us
2017-03-01T19:01:01.970Z,-43.0132,173.1781,9.53,4.8,mww,,126.0,0.114,0.72,us,us10008621,2017-03-14T22:50:30.552Z,"40km ENE of Amberley, New Zealand",earthquake,4.6,3.7,0.08900000000000001,12.0,reviewed,us,us
2017-03-01T17:10:51.100Z,38.91,-29.8083,12.98,4.5,mb,,132.0,1.234,0.66,us,us1000884g,2017-03-14T14:37:17.040Z,"105km WNW of Ribeira Grande, Portugal",earthquake,9.8,4.8,0.102,28.0,reviewed,us,us
2017-03-01T16:51:52.140Z,-6.265,148.7759,61.25,4.9,mb,,115.0,3.5060000000000002,0.82,us,us10008609,2017-03-14T22:20:41.040Z,"85km W of Kandrian, Papua New Guinea",earthquake,10.2,7.2,0.087,42.0,reviewed,us,us
2017-03-01T16:47:48.750Z,-10.8005,161.9507,39.97,4.9,mb,,109.0,2.391,0.7,us,us10008604,2017-03-14T21:56:25.040Z,"38km S of Kirakira, Solomon Islands",earthquake,9.6,7.5,0.073,59.0,reviewed,us,us
2017-03-01T16:17:41.910Z,-43.0363,173.2632,7.17,4.5,mwr,,134.0,0.18100000000000002,0.78,us,us100085zw,2017-03-14T21:36:17.040Z,"45km ENE of Amberley, New Zealand",earthquake,3.1,4.3,0.046,46.0,reviewed,us,us
2017-03-01T15:08:02.560Z,51.7616,-175.3531,53.3,4.9,mb,,137.0,0.835,0.72,us,us100085yt,2017-03-14T04:23:32.040Z,"90km E of Adak, Alaska",earthquake,7.0,6.6,0.033,284.0,reviewed,us,us
2017-03-01T14:26:00.230Z,22.1071,143.0898,113.46,4.6,mb,,103.0,5.034,0.76,us,us100085ys,2017-03-15T12:37:41.040Z,"255km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.8,7.8,0.085,41.0,reviewed,us,us
2017-03-01T10:39:49.370Z,52.1729,-173.3643,58.17,5.5,mb,,93.0,2.0709999999999997,1.21,us,us100085xq,2017-03-07T22:45:49.536Z,"57km E of Atka, Alaska",earthquake,6.0,4.8,0.023,667.0,reviewed,us,us
2017-03-01T09:08:15.730Z,49.6085,-28.4637,10.0,4.9,mb,,89.0,14.237,0.55,us,us100085xd,2017-03-01T09:37:35.040Z,Northern Mid-Atlantic Ridge,earthquake,10.3,1.9,0.033,280.0,reviewed,us,us
2017-03-01T06:59:40.570Z,-6.325,130.0288,130.99,5.5,mb,,32.0,2.073,1.11,us,us100085ws,2017-03-01T16:51:08.040Z,"229km NW of Saumlaki, Indonesia",earthquake,7.3,6.0,0.06,95.0,reviewed,us,us
2017-03-01T06:43:05.720Z,37.576,141.3978,51.15,5.0,mb,,123.0,0.564,1.08,us,us100085wr,2017-03-01T14:05:53.228Z,"36km ENE of Namie, Japan",earthquake,7.3,3.1,0.048,136.0,reviewed,us,us
2017-03-01T06:08:53.410Z,21.6405,143.1896,290.36,5.1,mb,,97.0,5.507000000000001,0.95,us,us100085wp,2017-03-01T06:27:24.040Z,"215km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.8,6.7,0.031,346.0,reviewed,us,us
2017-03-01T05:00:36.660Z,-7.65,127.6041,161.86,4.5,mb,,61.0,3.675,0.87,us,us100085wc,2017-03-01T05:50:43.040Z,"245km ENE of Dili, East Timor",earthquake,6.1,8.5,0.11599999999999999,22.0,reviewed,us,us
2017-03-01T04:35:11.380Z,2.0844,121.6181,10.0,4.9,mb,,72.0,1.278,0.98,us,us100085w8,2017-03-01T04:54:24.040Z,"104km NNE of Kali, Indonesia",earthquake,4.8,1.8,0.096,34.0,reviewed,us,us
2017-03-01T02:48:33.930Z,-57.2891,-142.6257,10.0,5.4,mwc,,69.0,32.076,1.06,us,us100086wu,2017-03-14T04:14:16.040Z,Pacific-Antarctic Ridge,earthquake,9.8,1.8,,,reviewed,us,gcmt
2017-03-01T02:32:13.980Z,-5.4923,153.8008,34.21,4.5,mb,,101.0,2.081,0.72,us,us100085vm,2017-03-14T03:55:43.040Z,"141km SE of Taron, Papua New Guinea",earthquake,5.6,5.6,0.10300000000000001,28.0,reviewed,us,us
2017-03-01T00:42:47.670Z,44.2367,148.47,36.5,4.9,mb,,151.0,4.229,0.85,us,us100085v5,2017-03-14T02:45:50.040Z,"120km SSE of Kuril'sk, Russia",earthquake,9.3,4.3,0.042,181.0,reviewed,us,us
2017-02-28T23:44:39.540Z,-2.7531,129.2462,37.02,4.5,mb,,78.0,3.003,0.84,us,us100085uh,2017-03-14T00:20:56.040Z,"73km NNE of Amahai, Indonesia",earthquake,7.6,6.7,0.094,33.0,reviewed,us,us
2017-02-28T23:27:33.770Z,39.521,26.1249,8.66,4.6,mwr,,35.0,1.361,0.77,us,us100085uc,2017-03-13T05:09:26.079Z,"17km NNW of Mithymna, Greece",earthquake,4.5,3.7,0.052000000000000005,36.0,reviewed,us,us
2017-02-28T21:19:42.090Z,-43.0259,173.2034,9.38,4.5,mwr,,133.0,0.136,0.87,us,us100085tp,2017-03-15T02:49:51.039Z,"41km ENE of Amberley, New Zealand",earthquake,4.3,2.3,0.053,34.0,reviewed,us,us
2017-02-28T21:07:56.060Z,-17.7491,-174.7576,195.55,4.5,mb,,92.0,4.772,0.76,us,us100087qx,2017-03-15T03:04:35.040Z,"129km NW of Neiafu, Tonga",earthquake,4.9,7.1,0.09699999999999999,31.0,reviewed,us,us
2017-02-28T20:12:41.270Z,-18.9711,169.2892,144.15,4.5,mb,,144.0,2.762,1.07,us,us100085t7,2017-03-11T23:09:20.040Z,"64km N of Isangel, Vanuatu",earthquake,10.3,9.2,0.115,23.0,reviewed,us,us
2017-02-28T19:16:45.930Z,1.7974,126.573,37.43,4.9,mb,,102.0,1.291,0.87,us,us100085sq,2017-03-11T23:06:01.040Z,"142km NW of Kota Ternate, Indonesia",earthquake,6.3,7.0,0.06,87.0,reviewed,us,us
2017-02-28T19:08:34.160Z,-1.3196,127.5752,32.33,5.0,mb,,45.0,2.0869999999999997,1.0,us,us100085si,2017-03-11T23:04:45.040Z,"11km WNW of Laiwui, Indonesia",earthquake,6.0,4.8,0.055999999999999994,103.0,reviewed,us,us
2017-02-28T18:36:00.740Z,-14.0517,167.2632,175.93,4.5,mb,,150.0,7.06,1.15,us,us100087qt,2017-03-11T23:02:51.040Z,"36km WSW of Sola, Vanuatu",earthquake,10.4,6.0,0.095,32.0,reviewed,us,us
2017-02-28T17:41:22.570Z,28.7168,143.1648,31.49,4.9,mb,,95.0,1.8330000000000002,0.77,us,us100085s6,2017-03-10T22:54:24.040Z,"203km NNE of Chichi-shima, Japan",earthquake,7.7,4.9,0.061,85.0,reviewed,us,us
2017-02-28T17:35:40.370Z,-44.793,-80.8972,10.0,5.6,mww,,150.0,5.484,0.8,us,us100085qu,2017-03-10T22:54:50.502Z,"Off the coast of Aisen, Chile",earthquake,8.8,1.9,0.061,26.0,reviewed,us,us
2017-02-28T17:03:13.930Z,39.9151,81.3133,15.87,4.6,mb,,83.0,3.22,0.81,us,us20008mz2,2017-03-10T22:34:00.040Z,"66km S of Aral, China",earthquake,7.1,4.6,0.077,50.0,reviewed,us,us
2017-02-28T15:52:16.010Z,-8.0208,147.879,63.09,4.7,mb,,100.0,1.548,0.71,us,us20008myg,2017-02-28T16:38:20.040Z,"90km NNW of Popondetta, Papua New Guinea",earthquake,9.6,7.6,0.08,47.0,reviewed,us,us
2017-02-28T13:42:18.870Z,37.7028,72.1044,128.04,5.2,mwb,,28.0,0.392,0.75,us,us20008mxr,2017-03-01T05:38:26.821Z,"51km ENE of Shughnon, Tajikistan",earthquake,5.6,4.1,0.09300000000000001,11.0,reviewed,us,us
2017-02-28T13:10:41.350Z,-29.2308,-176.5761,14.45,4.6,mb,,154.0,1.182,0.53,us,us100087qm,2017-03-15T19:59:46.040Z,"128km E of Raoul Island, New Zealand",earthquake,14.1,8.9,0.133,17.0,reviewed,us,us
2017-02-28T08:09:31.100Z,-14.1184,-74.9925,83.11,4.7,mb,,130.0,2.781,0.92,us,us20008mw8,2017-03-13T08:08:56.130Z,"49km NNE of Rio Grande, Peru",earthquake,9.6,8.3,0.077,51.0,reviewed,us,us
2017-02-28T08:08:27.710Z,36.9365,142.1298,24.04,4.8,mb,,143.0,1.416,0.95,us,us20008mw7,2017-03-13T08:06:48.040Z,"111km E of Iwaki, Japan",earthquake,8.3,6.2,0.115,23.0,reviewed,us,us
2017-02-28T07:49:02.860Z,37.5573,141.3377,47.36,5.7,mww,,52.0,0.534,1.04,us,us20008mw4,2017-03-13T08:08:08.179Z,"30km ENE of Namie, Japan",earthquake,6.8,3.1,0.049,40.0,reviewed,us,us
2017-02-28T03:50:21.410Z,-48.0411,-9.8333,10.0,5.1,mb,,82.0,23.930999999999997,0.82,us,us20008mv5,2017-02-28T04:08:12.040Z,Southern Mid-Atlantic Ridge,earthquake,13.1,1.9,0.081,49.0,reviewed,us,us
2017-02-27T17:52:16.180Z,39.4231,143.4734,18.5,4.5,mb,,135.0,2.296,0.69,us,us20008mqu,2017-03-13T18:51:29.040Z,"131km E of Yamada, Japan",earthquake,7.7,4.2,0.081,44.0,reviewed,us,us
2017-02-27T16:18:30.880Z,24.248,122.8754,43.92,4.9,mb,,73.0,0.251,0.6,us,us20008mpq,2017-03-15T16:54:25.203Z,"27km SSW of Yonakuni, Japan",earthquake,3.4,5.0,0.046,150.0,reviewed,us,us
2017-02-27T16:07:26.310Z,55.3296,-157.7955,25.35,4.9,mb,,145.0,1.034,0.77,us,us20008mpl,2017-03-15T16:49:14.040Z,"119km SSE of Chignik Lake, Alaska",earthquake,5.7,3.3,0.063,78.0,reviewed,us,us
2017-02-27T14:51:55.860Z,-17.1519,-171.9741,22.84,4.6,mb,,110.0,2.7289999999999996,0.88,us,us100087i2,2017-03-15T14:05:00.040Z,"231km SE of Hihifo, Tonga",earthquake,10.0,5.9,0.158,12.0,reviewed,us,us
2017-02-27T13:24:26.550Z,-29.2275,-177.6263,70.82,4.5,mb,,263.0,0.265,0.28,us,us100087i1,2017-03-15T13:33:04.040Z,"26km E of Raoul Island, New Zealand",earthquake,22.6,10.0,0.157,12.0,reviewed,us,us
2017-02-27T12:02:21.580Z,-8.4814,29.8825,37.7,4.5,mb,,78.0,7.872999999999999,0.77,us,us100087i7,2017-03-13T06:13:15.040Z,"24km E of Kaputa, Zambia",earthquake,9.8,5.4,0.163,11.0,reviewed,us,us
2017-02-27T11:47:25.970Z,1.7651,99.4345,164.73,4.5,mb,,76.0,1.054,0.87,us,us20008mny,2017-03-13T06:09:10.040Z,"47km NNE of Padangsidempuan, Indonesia",earthquake,7.6,7.3,0.113,23.0,reviewed,us,us
2017-02-27T11:39:21.190Z,-37.0568,-74.1727,10.0,4.6,mb,,153.0,0.845,1.25,us,us20008mnq,2017-03-13T06:06:26.040Z,"77km NW of Lebu, Chile",earthquake,5.7,1.8,0.146,14.0,reviewed,us,us
2017-02-27T11:26:30.860Z,-5.9903,154.9477,176.27,4.6,mb,,142.0,3.299,0.48,us,us20008mnp,2017-03-13T06:03:25.040Z,"69km WNW of Arawa, Papua New Guinea",earthquake,11.7,6.4,0.11900000000000001,21.0,reviewed,us,us
2017-02-27T11:26:25.290Z,2.3226,95.32799999999999,28.51,4.8,mb,,175.0,2.463,0.85,us,us20008mnm,2017-03-13T06:02:14.040Z,"118km W of Sinabang, Indonesia",earthquake,8.8,6.5,0.111,25.0,reviewed,us,us
2017-02-27T09:29:12.070Z,12.254000000000001,143.3487,10.0,4.6,mb,,94.0,1.989,0.92,us,us20008mn7,2017-02-27T10:28:13.040Z,"181km SW of Merizo Village, Guam",earthquake,10.6,1.9,0.07200000000000001,58.0,reviewed,us,us
2017-02-27T09:10:38.240Z,42.3131,142.9835,52.39,4.9,mb,,71.0,0.324,0.9,us,us20008mn2,2017-02-27T14:34:20.288Z,"50km E of Shizunai, Japan",earthquake,7.6,5.1,0.038,220.0,reviewed,us,us
2017-02-27T05:19:57.010Z,37.3901,141.3787,35.0,4.6,mb,,125.0,0.6679999999999999,0.77,us,us20008mm2,2017-02-27T10:53:11.040Z,"35km ESE of Namie, Japan",earthquake,5.2,1.9,0.055,100.0,reviewed,us,us
2017-02-27T04:32:42.920Z,31.6104,141.7481,13.31,4.9,mb,,122.0,2.22,0.79,us,us20008mly,2017-03-13T03:20:22.040Z,"245km SE of Hachijo-jima, Japan",earthquake,7.5,4.6,0.043,171.0,reviewed,us,us
2017-02-27T04:21:41.510Z,27.361,85.9644,17.78,4.6,mb,,156.0,0.6559999999999999,0.56,us,us20008mlv,2017-03-13T01:41:55.040Z,"12km WNW of Ramechhap, Nepal",earthquake,8.6,3.1,0.066,69.0,reviewed,us,us
2017-02-27T03:37:45.840Z,27.4339,86.1167,10.0,4.7,mb,,57.0,0.755,0.67,us,us20008mll,2017-03-10T05:29:06.256Z,"12km NNE of Ramechhap, Nepal",earthquake,6.1,0.7,0.059000000000000004,86.0,reviewed,us,us
2017-02-27T02:17:34.420Z,39.3631,143.545,9.64,4.8,mb,,134.0,2.377,0.58,us,us20008mky,2017-03-09T06:13:57.040Z,"137km E of Yamada, Japan",earthquake,8.1,4.8,0.046,149.0,reviewed,us,us
2017-02-27T01:21:22.330Z,52.0984,158.9516,64.21,5.0,mb,,119.0,0.9440000000000001,0.64,us,us20008mks,2017-03-09T03:07:07.329Z,"99km SSE of Vilyuchinsk, Russia",earthquake,9.2,6.5,0.03,357.0,reviewed,us,us
2017-02-27T01:04:51.950Z,18.9963,-70.0378,72.97,4.5,mb,,27.0,0.542,1.13,us,us20008mkq,2017-03-08T05:49:33.640Z,"6km W of Cevicos, Dominican Republic",earthquake,5.4,6.4,0.039,197.0,reviewed,us,us
2017-02-27T00:03:18.790Z,3.2937,126.8642,73.42,4.9,mb,,108.0,2.5540000000000003,0.7,us,us20008mkk,2017-03-07T04:45:03.040Z,"214km NW of Tobelo, Indonesia",earthquake,7.2,7.1,0.066,73.0,reviewed,us,us
2017-02-26T23:17:08.070Z,26.9085,144.0535,14.59,5.2,mb,,23.0,1.6769999999999998,0.72,us,us20008mka,2017-03-07T04:28:02.040Z,"183km E of Chichi-shima, Japan",earthquake,7.0,2.4,0.03,362.0,reviewed,us,us
2017-02-26T18:48:45.790Z,30.2773,83.5638,10.0,4.8,mb,,95.0,8.705,1.3,us,us20008mji,2017-02-26T19:08:33.040Z,"90km NW of Zhadong, China",earthquake,8.1,1.7,0.106,27.0,reviewed,us,us
2017-02-26T15:21:58.830Z,-4.2077,102.012,30.87,5.4,mb,,55.0,0.953,1.3,us,us20008miw,2017-03-14T19:50:44.027Z,"53km SSW of Bengkulu, Indonesia",earthquake,6.8,3.6,0.051,132.0,reviewed,us,us
